po4 no3 no2 o2 sio2 tn na k mg ca so4 cl co3 hco3 nh4 chl_a br toc alk
6.108947368421052033e+02 4.331612903225806804e+03 1.001739130434782652e+02 8.631656250000000000e+03 8.417666666666666060e+03 8.251785714285714494e+04 5.101725764192140196e+05 1.206454148471615736e+04 6.323279835390945664e+04 4.997691539805341017e+04 3.902604166666666424e+04 5.984753173483780120e+05 1.000000000000000114e+03 1.042990163934426382e+05 4.031111111111110858e+02 1.341800000000000000e+04 1.191139240506328889e+01 1.903166666666666424e+04 6.344700000000000000e+04
5.705999999999999091e+02 3.913709677419355103e+03 9.967391304347826519e+01 8.766593750000000000e+03 8.092166666666667879e+03 8.548528571428571013e+04 4.546122707423581160e+05 1.182698689956332055e+04 6.425349794238682807e+04 4.792607936111804884e+04 3.424791666666667152e+04 5.564617771509167505e+05 9.600000000000001137e+02 1.039406557377049467e+05 3.180000000000000000e+02 1.388457142857142935e+04 1.111392405063291200e+01 1.839666666666666424e+04 6.322200000000000000e+04
5.714736842105262440e+02 3.955161290322580953e+03 9.978260869565217206e+01 8.677062500000000000e+03 8.063666666666666970e+03 8.398885714285715949e+04 4.534247161572052282e+05 1.168192139737991238e+04 6.318074074074073724e+04 4.784567007736461528e+04 3.463750000000000000e+04 5.506465444287729915e+05 9.600000000000001137e+02 1.032806557377049176e+05 3.342222222222222285e+02 1.360371428571428623e+04 1.103797468354430400e+01 1.814333333333333212e+04 6.282000000000000000e+04
5.854210526315788456e+02 4.121612903225806804e+03 9.960869565217392108e+01 8.432625000000000000e+03 8.059833333333333940e+03 8.098142857142857974e+04 4.735694323144105147e+05 1.157641921397380065e+04 6.132716049382715573e+04 4.802847516845520295e+04 3.676875000000000000e+04 5.603102961918194778e+05 9.333333333333333712e+02 1.016750819672131329e+05 3.824444444444444002e+02 1.304778571428571195e+04 1.125316455696202489e+01 1.809750000000000000e+04 6.184600000000000000e+04
6.183263157894735969e+02 4.397419354838710206e+03 1.014347826086956559e+02 8.319656250000000000e+03 8.299666666666667879e+03 7.969928571428571013e+04 5.075304366812227527e+05 1.181292576419214129e+04 6.088349794238682080e+04 4.968120788619915402e+04 3.972708333333333576e+04 5.869647390691114124e+05 9.333333333333333712e+02 1.023750819672131329e+05 4.433333333333333712e+02 1.288678571428571377e+04 1.179746835443037867e+01 1.856833333333333212e+04 6.227500000000000000e+04
4.909999999999999432e+02 3.563548387096774150e+03 8.989130434782607892e+01 7.896562500000000000e+03 7.052333333333333030e+03 7.277757142857143481e+04 3.873150655021834536e+05 9.907947598253276738e+03 5.468683127572015655e+04 4.178996755677564215e+04 3.130000000000000364e+04 4.631785613540197373e+05 9.066666666666667425e+02 9.204950819672131911e+04 3.078888888888889142e+02 1.141521428571428442e+04 9.392405063291139555e+00 1.531333333333333212e+04 5.598500000000000000e+04
5.400842105263157009e+02 3.806774193548386847e+03 9.465217391304348382e+01 8.054031250000000000e+03 7.509833333333333030e+03 7.695585714285715949e+04 4.298642358078603284e+05 1.077606986899563344e+04 5.790893004115225631e+04 4.473618667332168843e+04 3.372291666666667152e+04 5.126420310296191019e+05 8.800000000000000000e+02 9.618393442622950533e+04 3.442222222222221717e+02 1.229414285714285688e+04 1.034177215189873422e+01 1.675750000000000000e+04 5.850300000000000000e+04
5.725999999999999091e+02 3.940967741935483900e+03 1.000000000000000000e+02 8.368218750000000000e+03 7.823666666666666060e+03 8.227328571428571013e+04 4.561741484716156847e+05 1.150192139737991420e+04 6.155279835390944936e+04 4.676588470177190175e+04 3.515937500000000000e+04 5.474451339915373828e+05 8.400000000000000000e+02 1.005855737704918138e+05 3.553333333333333144e+02 1.317057142857142753e+04 1.102531645569620267e+01 1.794666666666666424e+04 6.118100000000000000e+04
5.515473684210525107e+02 3.871612903225806349e+03 9.693478260869565588e+01 8.249687500000000000e+03 7.650333333333333030e+03 7.924871428571428987e+04 4.405007423580786563e+05 1.105694323144104783e+04 5.953251028806584509e+04 4.558392812577988661e+04 3.442291666666666424e+04 5.262668547249647090e+05 8.800000000000000000e+02 9.834393442622950533e+04 3.472222222222221717e+02 1.263121428571428442e+04 1.060759493670886044e+01 1.722500000000000000e+04 5.981700000000000000e+04
5.242526315789472164e+02 3.627096774193548754e+03 8.402173913043478137e+01 7.950937500000000000e+03 7.464833333333333030e+03 7.775614285714285506e+04 4.665373362445415114e+05 1.115930131004366740e+04 5.990469135802468372e+04 4.365557773895682476e+04 3.321666666666666424e+04 5.618499294781382196e+05 9.066666666666667425e+02 9.310950819672131911e+04 2.756666666666666288e+02 1.277200000000000000e+04 1.089873417721518756e+01 1.792750000000000000e+04 5.664700000000000000e+04
4.424789473684210179e+02 3.215161290322580953e+03 7.410869565217392108e+01 7.390125000000000000e+03 6.535583333333333940e+03 6.873800000000000000e+04 4.056600873362445855e+05 9.594323144104804669e+03 5.312979423868312733e+04 3.788271774394809472e+04 2.976666666666666788e+04 4.849523272214386379e+05 8.800000000000000000e+02 8.339393442622950533e+04 2.284444444444444287e+02 1.094175000000000000e+04 9.398734177215189334e+00 1.548958333333333212e+04 5.073500000000000000e+04
3.546210526315789480e+02 2.793387096774193651e+03 6.252173913043478848e+01 6.603000000000000000e+03 5.540833333333333940e+03 5.662728571428571740e+04 3.322872925764192478e+05 7.713799126637554764e+03 4.420711934156377538e+04 3.176760668829548740e+04 2.580833333333333576e+04 3.905700987306064344e+05 8.800000000000000000e+02 7.184393442622950533e+04 1.925555555555555429e+02 8.705714285714286234e+03 7.594936708860759111e+00 1.244166666666666606e+04 4.370600000000000000e+04
2.919157894736841854e+02 2.419032258064516100e+03 5.576086956521739069e+01 6.216656250000000000e+03 4.875999999999999091e+03 5.092000000000000000e+04 2.741324454148471705e+05 6.594497816593887364e+03 3.964119341563785565e+04 2.764714250062391147e+04 2.206562500000000000e+04 3.252764456981663825e+05 8.666666666666667425e+02 6.527114754098361300e+04 1.432222222222222285e+02 7.616500000000000000e+03 6.341772151898734222e+00 1.056166666666666788e+04 3.970400000000000000e+04
4.571684210526315155e+02 3.138709677419355103e+03 7.530434782608696764e+01 7.615937500000000000e+03 6.776500000000000000e+03 7.433428571428572468e+04 4.159278165938864695e+05 1.030419213973799015e+04 5.709275720164608356e+04 3.919665585225854738e+04 2.872395833333333576e+04 5.130056417489421437e+05 8.666666666666667425e+02 8.643114754098362755e+04 1.908888888888888857e+02 1.214971428571428623e+04 9.848101265822784001e+00 1.661250000000000000e+04 5.258400000000000000e+04
3.673684210526315610e+02 2.690806451612903402e+03 6.460869565217392108e+01 6.846781250000000000e+03 5.727166666666666970e+03 6.269828571428571740e+04 3.380608296943231835e+05 8.399301310043669218e+03 4.826164609053498134e+04 3.283176940354380349e+04 2.456562500000000364e+04 4.143492242595204734e+05 8.400000000000000000e+02 7.494557377049181378e+04 1.525555555555555713e+02 9.917571428571427532e+03 7.987341772151898667e+00 1.350666666666666606e+04 4.559300000000000000e+04
4.530210526315789252e+02 3.032096774193548754e+03 7.417391304347826519e+01 7.529218750000000000e+03 6.722000000000000909e+03 7.496971428571428987e+04 4.096506986899563344e+05 1.036244541484716319e+04 5.741283950617283699e+04 3.886189168954329944e+04 2.756145833333333576e+04 5.120643159379407880e+05 8.400000000000000000e+02 8.572557377049181378e+04 1.710000000000000000e+02 1.238378571428571377e+04 9.797468354430380444e+00 1.668416666666666424e+04 5.215500000000000000e+04
4.379052631578946944e+02 3.028064516129032654e+03 6.982608695652174902e+01 6.941687500000000000e+03 6.345500000000000000e+03 6.789057142857143481e+04 4.049465065502183861e+05 9.641834061135372394e+03 5.247604938271604624e+04 3.681637135013726947e+04 2.813437500000000000e+04 4.908290550070522004e+05 7.866666666666667425e+02 7.967442622950821533e+04 2.053333333333333144e+02 1.111014285714285506e+04 9.417721518987342222e+00 1.564916666666666606e+04 4.847600000000000000e+04
3.769999999999999432e+02 2.836774193548387302e+03 6.221739130434782794e+01 6.420625000000000000e+03 5.673833333333333940e+03 5.768742857142857247e+04 3.554220960698690033e+05 8.139039301310044721e+03 4.516806584362139984e+04 3.268707262290990911e+04 2.639791666666666788e+04 4.191260930888574803e+05 8.266666666666667425e+02 7.169278688524590689e+04 2.031111111111111143e+02 9.141071428571427532e+03 8.088607594936709333e+00 1.321249999999999818e+04 4.361800000000000000e+04
2.862526315789473301e+02 2.355806451612903402e+03 5.369565217391304657e+01 5.946531250000000000e+03 4.702833333333333940e+03 4.911585714285714494e+04 2.725224454148472287e+05 6.428034934497817630e+03 3.829246913580246473e+04 2.670796106813077495e+04 2.174062500000000000e+04 3.214755994358251337e+05 8.133333333333333712e+02 6.266000000000000000e+04 1.442222222222222285e+02 7.345785714285713766e+03 6.253164556962025777e+00 1.035916666666666606e+04 3.811700000000000000e+04
3.005263157894736423e+02 2.386774193548387302e+03 5.558695652173913260e+01 6.148187500000000000e+03 4.920500000000000000e+03 5.232671428571428987e+04 2.821385589519650675e+05 6.859912663755460017e+03 4.062576131687242014e+04 2.796049413526329226e+04 2.180208333333333576e+04 3.391825105782792671e+05 8.266666666666667425e+02 6.531278688524591416e+04 1.358888888888889142e+02 7.999000000000000000e+03 6.569620253164556445e+00 1.102083333333333212e+04 3.973100000000000000e+04
3.169684210526315269e+02 2.470967741935483900e+03 5.780434782608695343e+01 6.277218750000000000e+03 5.078000000000000000e+03 5.444085714285714494e+04 2.976455458515284117e+05 7.193100436681223073e+03 4.216283950617283699e+04 2.896239081607187472e+04 2.274062500000000000e+04 3.575827926657263888e+05 8.133333333333333712e+02 6.722000000000000000e+04 1.454444444444444571e+02 8.351214285714286234e+03 6.924050632911392000e+00 1.159000000000000000e+04 4.089200000000000000e+04
3.182105263157894228e+02 2.598548387096774150e+03 5.769565217391305367e+01 6.128625000000000000e+03 5.021000000000000000e+03 5.089814285714285506e+04 3.014507860262009199e+05 6.858427947598253922e+03 3.980432098765431874e+04 2.874646867981033211e+04 2.420000000000000364e+04 3.491359661495063337e+05 8.266666666666667425e+02 6.581278688524590689e+04 1.845555555555555429e+02 7.621642857142856883e+03 6.822784810126583110e+00 1.108250000000000000e+04 4.003600000000000000e+04
3.013052631578947285e+02 2.495483870967742405e+03 5.665217391304348382e+01 6.019250000000000000e+03 4.823000000000000000e+03 4.932657142857142753e+04 2.813235371179039939e+05 6.514323144104803760e+03 3.838584362139917357e+04 2.759917644122784986e+04 2.308229166666666788e+04 3.264036671368123498e+05 8.133333333333333712e+02 6.412000000000000728e+04 1.744444444444444571e+02 7.292214285714286234e+03 6.417721518987342222e+00 1.046166666666666606e+04 3.900400000000000000e+04
3.738421052631578050e+02 2.879193548387097053e+03 6.469565217391303236e+01 6.515500000000000000e+03 5.645166666666666970e+03 5.709471428571428260e+04 3.422914410480349325e+05 7.916506550218340635e+03 4.441024691358023847e+04 3.264584477164961572e+04 2.656562500000000000e+04 4.006566995768687921e+05 8.400000000000000000e+02 7.246557377049181378e+04 2.174444444444444571e+02 8.856928571428570649e+03 7.835443037974683556e+00 1.272666666666666606e+04 4.408400000000000000e+04
3.137052631578947057e+02 2.570000000000000455e+03 5.843478260869565588e+01 5.942250000000000000e+03 4.873666666666666970e+03 4.906200000000000000e+04 2.859175109170306241e+05 6.569170305676856515e+03 3.806016460905349959e+04 2.811896680808585370e+04 2.373854166666667152e+04 3.287811001410437166e+05 7.866666666666667425e+02 6.437442622950820078e+04 1.979999999999999716e+02 7.257214285714286234e+03 6.518987341772152000e+00 1.050333333333333212e+04 3.915800000000000000e+04
3.186105263157894569e+02 2.766290322580644897e+03 5.826086956521739779e+01 5.659500000000000000e+03 4.756333333333333940e+03 4.379042857142857247e+04 2.975392576419214602e+05 6.111179039301310695e+03 3.452432098765431874e+04 2.767055153481407251e+04 2.623750000000000000e+04 3.217328631875881110e+05 7.733333333333333712e+02 6.180163934426229389e+04 2.607777777777777146e+02 6.149500000000000000e+03 6.468354430379746667e+00 9.872500000000000000e+03 3.759400000000000000e+04
3.582315789473684049e+02 2.915483870967741950e+03 6.236956521739129755e+01 5.875343750000000000e+03 5.202333333333333940e+03 4.860114285714285506e+04 3.258649781659388682e+05 6.945851528384279845e+03 3.809864197530863748e+04 3.043359121537309693e+04 2.733125000000000000e+04 3.613337094499294762e+05 7.733333333333333712e+02 6.620163934426229389e+04 2.736666666666666288e+02 7.214571428571427532e+03 7.215189873417721778e+00 1.116833333333333394e+04 4.027200000000000000e+04
3.555263157894736423e+02 2.942419354838710206e+03 6.206521739130435122e+01 5.755906250000000000e+03 5.132166666666666970e+03 4.658328571428571013e+04 3.216720087336244760e+05 6.718515283842795725e+03 3.663818930041152635e+04 3.010067382081357573e+04 2.759166666666666788e+04 3.514282087447108352e+05 7.733333333333333712e+02 6.508163934426229389e+04 2.891111111111110858e+02 6.830571428571428442e+03 7.063291139240506666e+00 1.078166666666666788e+04 3.959000000000000000e+04
3.389421052631578277e+02 2.822903225806452156e+03 6.178260869565217206e+01 5.781531250000000000e+03 4.992916666666666970e+03 4.650114285714285506e+04 2.999493449781659874e+05 6.494235807860262867e+03 3.623246913580246473e+04 2.924099076615922240e+04 2.617500000000000364e+04 3.307187588152326643e+05 7.733333333333333712e+02 6.459163934426229389e+04 2.678888888888889142e+02 6.755607142857143117e+03 6.689873417721519111e+00 1.032291666666666788e+04 3.928900000000000000e+04
6.292210526315789139e+02 2.334999999999999545e+03 1.482608695652174049e+02 8.872406250000000000e+03 7.363333333333332121e+03 4.666571428571428987e+04 2.497119650655021833e+05 9.763493449781659365e+03 4.108707818930040230e+04 4.887449463438981184e+04 4.353125000000000000e+04 2.542087447108603374e+05 1.680000000000000000e+03 8.053967213114754122e+04 8.776611111111111313e+03 1.078542857142857247e+04 2.153164556962025600e+01 1.095833333333333212e+04 5.014700000000000000e+04
6.143157894736841627e+02 2.372177419354838548e+03 1.659347826086956559e+02 8.364593750000000000e+03 7.418166666666666060e+03 4.314321428571428260e+04 2.310798689956331800e+05 9.542292576419213219e+03 3.670308641975308274e+04 4.689734215123533795e+04 4.218020833333333576e+04 2.296135401974612032e+05 1.620000000000000000e+03 7.770770491803278856e+04 9.378194444444443434e+03 1.050803571428571558e+04 2.110759493670886044e+01 1.069708333333333394e+04 4.838850000000000000e+04
7.037263157894735741e+02 2.446209677419354648e+03 1.781956521739130608e+02 8.954781250000000000e+03 8.153666666666666060e+03 4.651392857142857974e+04 2.706606550218340708e+05 1.076635371179039248e+04 4.220777777777778101e+04 5.132936111804342363e+04 4.661354166666667152e+04 2.731368124118476408e+05 1.680000000000000000e+03 8.470114754098361300e+04 1.023102777777777737e+04 1.126760714285714312e+04 2.305696202531645511e+01 1.214625000000000000e+04 5.268050000000000000e+04
7.341052631578945693e+02 2.467983870967741950e+03 1.798260869565217774e+02 9.258812500000000000e+03 8.371500000000000000e+03 4.834392857142857247e+04 2.876400000000000000e+05 1.121176855895196604e+04 4.475691358024690999e+04 5.314291240329423454e+04 4.846250000000000000e+04 2.921918194640338188e+05 1.680000000000000000e+03 8.736901639344263822e+04 1.038397222222222263e+04 1.160896428571428442e+04 2.381645569620253156e+01 1.268791666666666606e+04 5.430550000000000000e+04
6.529052631578947512e+02 2.364193548387096598e+03 1.442173913043478137e+02 9.080968750000000000e+03 7.390166666666666970e+03 4.716285714285714494e+04 2.549856768558952317e+05 9.940698689956332601e+03 4.280666666666666424e+04 5.021936610930870665e+04 4.453645833333333576e+04 2.615204513399153366e+05 1.660000000000000000e+03 8.228622950819673133e+04 9.022666666666667879e+03 1.125050000000000000e+04 2.198734177215190044e+01 1.109000000000000000e+04 5.119400000000000000e+04
5.705473684210526244e+02 2.387983870967741950e+03 1.419130434782608745e+02 8.482593750000000000e+03 6.894666666666666970e+03 4.318178571428572468e+04 2.106969432314410806e+05 8.852772925764191314e+03 3.603995884773662692e+04 4.615244571999001346e+04 4.039583333333333576e+04 2.104203102961917757e+05 1.660000000000000000e+03 7.603196721311476722e+04 8.642861111111111313e+03 1.055410714285714494e+04 2.031012658227848533e+01 9.725416666666667879e+03 4.738650000000000000e+04
5.875157894736842081e+02 2.425967741935483900e+03 1.485652173913043441e+02 8.284500000000000000e+03 6.965333333333332121e+03 4.112642857142857247e+04 2.012356331877729390e+05 8.877729257641922231e+03 3.451551440329218167e+04 4.593289243823308789e+04 3.999062500000000000e+04 1.992919605077573797e+05 1.660000000000000000e+03 7.588721311475410766e+04 9.367222222222222626e+03 1.075428571428571377e+04 2.037974683544304000e+01 9.618333333333332121e+03 4.729700000000000000e+04
6.146947368421051578e+02 2.394274193548386847e+03 1.554782608695651902e+02 7.769312500000000000e+03 7.066500000000000000e+03 3.722035714285714494e+04 1.925387772925764148e+05 8.971637554585155158e+03 3.237353909465020115e+04 4.490719990017468808e+04 3.895000000000000000e+04 1.894104372355429805e+05 1.640000000000000000e+03 7.438245901639344811e+04 1.020780555555555657e+04 1.060003571428571377e+04 2.010759493670886044e+01 9.552083333333332121e+03 4.635650000000000000e+04
5.491157894736842309e+02 2.317983870967741950e+03 1.496304347826087167e+02 7.189312500000000000e+03 6.761333333333333030e+03 3.451821428571428987e+04 1.688712663755458780e+05 8.242379912663756841e+03 2.810485596707818695e+04 4.137533067132518045e+04 3.550104166666667152e+04 1.625387870239774347e+05 1.700000000000000000e+03 6.907557377049181378e+04 9.411583333333333940e+03 9.429607142857143117e+03 1.846202531645569778e+01 8.718750000000000000e+03 4.315150000000000000e+04
4.506947368421052147e+02 2.169919354838709296e+03 1.200869565217391255e+02 6.607187500000000000e+03 5.798166666666666060e+03 3.139107142857143117e+04 1.313500436681222636e+05 6.902772925764193133e+03 2.349757201646090107e+04 3.662571749438482220e+04 3.042916666666666788e+04 1.241354019746121339e+05 1.640000000000000000e+03 6.098213114754098206e+04 7.935638888888888687e+03 8.424964285714286234e+03 1.604430379746835200e+01 7.047916666666666060e+03 3.817950000000000000e+04
4.263157894736841627e+02 2.128709677419354648e+03 9.819565217391306078e+01 6.688781250000000000e+03 5.381833333333333030e+03 3.167214285714285870e+04 1.231984279475982476e+05 6.503711790393013871e+03 2.385119341563785929e+04 3.612825056151734316e+04 2.926875000000000000e+04 1.185782792665726301e+05 1.640000000000000000e+03 5.960295081967212900e+04 7.249222222222222626e+03 8.398785714285713766e+03 1.544303797468354489e+01 6.452500000000000000e+03 3.733400000000000000e+04
5.937263157894736878e+02 2.128709677419355103e+03 1.093043478260869676e+02 7.804187500000000000e+03 6.493833333333333940e+03 3.868785714285713766e+04 2.102833187772925885e+05 8.797554585152838627e+03 3.616514403292180941e+04 4.416551035687547119e+04 3.778958333333333576e+04 2.169957686882933485e+05 1.600000000000000000e+03 7.153803278688524733e+04 8.241944444444445253e+03 9.750214285714286234e+03 1.888607594936708978e+01 9.265000000000000000e+03 4.457200000000000000e+04
5.415368421052630765e+02 2.170725806451612698e+03 1.229347826086956417e+02 7.066125000000000000e+03 6.277000000000000000e+03 3.365178571428571740e+04 1.708790829694323184e+05 8.047882096069870386e+03 2.897831275720164194e+04 4.041930371849263611e+04 3.443645833333332848e+04 1.692073342736248160e+05 1.560000000000000000e+03 6.608967213114754122e+04 8.630583333333332121e+03 9.215107142857143117e+03 1.768987341772152178e+01 8.320416666666666060e+03 4.123450000000000000e+04
5.811999999999999318e+02 2.175645161290322449e+03 1.386956521739130324e+02 7.030312500000000000e+03 6.659333333333333030e+03 3.350928571428571013e+04 1.869938864628821029e+05 8.629781659388647313e+03 2.970654320987654137e+04 4.132929872722734581e+04 3.607395833333332848e+04 1.847531734837799449e+05 1.500000000000000000e+03 6.749770491803277400e+04 9.255111111111111313e+03 9.330857142857143117e+03 1.840506329113924266e+01 9.056666666666666060e+03 4.205700000000000000e+04
5.984631578947366961e+02 2.192419354838709751e+03 1.395869565217391255e+02 7.139937500000000000e+03 6.765999999999998181e+03 3.389714285714285506e+04 1.941585589519650675e+05 8.856026200873362541e+03 3.072012345679011923e+04 4.218210631395058590e+04 3.696770833333333576e+04 1.927136812411847641e+05 1.480000000000000000e+03 6.855704918032787100e+04 9.409666666666667879e+03 9.513928571428572468e+03 1.875949367088607289e+01 9.300833333333332121e+03 4.268700000000000000e+04
5.628842105263156554e+02 2.104838709677419502e+03 1.360000000000000000e+02 6.849281250000000000e+03 6.585499999999999091e+03 3.310142857142857247e+04 1.884372489082969551e+05 8.511397379912663382e+03 2.927658436213991445e+04 4.027833790865984338e+04 3.538854166666666424e+04 1.863385049365303130e+05 1.480000000000000000e+03 6.569606557377048011e+04 8.767944444444443434e+03 8.802214285714286234e+03 1.788607594936708978e+01 9.007500000000000000e+03 4.094200000000000000e+04
6.292842105263157464e+02 2.159838709677419047e+03 1.395000000000000000e+02 7.160093750000000000e+03 6.870166666666666060e+03 3.392285714285714494e+04 2.030494759825327492e+05 9.128034934497816721e+03 3.223349794238682807e+04 4.297362116296480235e+04 3.762812500000000000e+04 2.039125528913963062e+05 1.480000000000000000e+03 6.989213114754097478e+04 9.727722222222220807e+03 9.703500000000000000e+03 1.908860759493670756e+01 9.588333333333332121e+03 4.349700000000000000e+04
6.405684210526314928e+02 2.121935483870967346e+03 1.393260869565217490e+02 7.114437500000000000e+03 6.871333333333332121e+03 3.364500000000000000e+04 2.086369432314410515e+05 9.241877729257641477e+03 3.282888888888889051e+04 4.305398053406538384e+04 3.794062500000000000e+04 2.105303244005641318e+05 1.420000000000000000e+03 6.976655737704917556e+04 9.778777777777777374e+03 9.726857142857143117e+03 1.915189873417721600e+01 9.737500000000000000e+03 4.338200000000000000e+04
6.366315789473683253e+02 2.059999999999999545e+03 1.235434782608695627e+02 7.263312500000000000e+03 6.647000000000000000e+03 3.475571428571428987e+04 2.129444978165938810e+05 9.140087336244543621e+03 3.463547325102880131e+04 4.331654604442225536e+04 3.780520833333332848e+04 2.185133991537376423e+05 1.420000000000000000e+03 6.984655737704917556e+04 9.250222222222220807e+03 9.753142857142856883e+03 1.896202531645569422e+01 9.593333333333332121e+03 4.342700000000000000e+04
6.867789473684210861e+02 2.085241935483870748e+03 1.346086956521739069e+02 7.476218750000000000e+03 7.046500000000000000e+03 3.593750000000000000e+04 2.361165938864628843e+05 9.871724890829695141e+03 3.694415637860081915e+04 4.531109308709757897e+04 4.033645833333332848e+04 2.427757404795486364e+05 1.360000000000000000e+03 7.265393442622950533e+04 9.801805555555554747e+03 1.014017857142857247e+04 2.003164556962025245e+01 1.047375000000000000e+04 4.510150000000000000e+04
6.772210526315789139e+02 2.162661290322580498e+03 1.530000000000000284e+02 7.109031250000000000e+03 7.190166666666666060e+03 3.319464285714286234e+04 2.186111790393013216e+05 9.732685589519651330e+03 3.302514403292181669e+04 4.398890691290242103e+04 3.937395833333332848e+04 2.193624823695345549e+05 1.360000000000000000e+03 7.106114754098359845e+04 1.049402777777777737e+04 9.999750000000000000e+03 1.985443037974683378e+01 1.028375000000000000e+04 4.413550000000000000e+04
6.310736842105261530e+02 2.140241935483870748e+03 1.480652173913043725e+02 6.822406250000000000e+03 6.887000000000000000e+03 3.155750000000000364e+04 1.991303930131004599e+05 9.136790393013101493e+03 3.030185185185185037e+04 4.189042924881457293e+04 3.723750000000000000e+04 1.976417489421720384e+05 1.360000000000000000e+03 6.780672131147541222e+04 1.004475000000000000e+04 9.534464285714286234e+03 1.887974683544303645e+01 9.597083333333333940e+03 4.215150000000000000e+04
6.424421052631578277e+02 2.060967741935483900e+03 1.327391304347826235e+02 7.164093750000000000e+03 6.787000000000000000e+03 3.423500000000000000e+04 2.185071179039301351e+05 9.333624454148472068e+03 3.410259259259259125e+04 4.317052657848763920e+04 3.836875000000000000e+04 2.224851904090268072e+05 1.340000000000000000e+03 6.931311475409836567e+04 9.399722222222222626e+03 9.648214285714286234e+03 1.911392405063291022e+01 9.881666666666666060e+03 4.305400000000000000e+04
5.977684210526315383e+02 2.032419354838709523e+03 1.225217391304347814e+02 6.930718750000000000e+03 6.354833333333333030e+03 3.269285714285714494e+04 1.967025327510916977e+05 8.667030567685589631e+03 3.160316872427983617e+04 4.114302470676316443e+04 3.608020833333333576e+04 1.993314527503525896e+05 1.320000000000000000e+03 6.604393442622950533e+04 8.954111111111111313e+03 9.390285714285713766e+03 1.813924050632911289e+01 9.045833333333332121e+03 4.105200000000000000e+04
6.746105263157894569e+02 2.188387096774193196e+03 1.699782608695652470e+02 7.015125000000000000e+03 7.318666666666666060e+03 3.269142857142857247e+04 2.215571615720523987e+05 9.833449781659390283e+03 3.192419753086419951e+04 4.366708260544047516e+04 4.015312500000000000e+04 2.189365303244005481e+05 1.220000000000000000e+03 7.039278688524590689e+04 1.076333333333333576e+04 1.004214285714285870e+04 2.012658227848101689e+01 1.057833333333333212e+04 4.365300000000000000e+04
6.666947368421051578e+02 2.204919354838709296e+03 1.702173913043478137e+02 6.936500000000000000e+03 7.244166666666666060e+03 3.193607142857142753e+04 2.132819650655021833e+05 9.670807860262009854e+03 3.087695473251028670e+04 4.319956326428749890e+04 3.957083333333333576e+04 2.095853314527503389e+05 1.220000000000000000e+03 6.973000000000000000e+04 1.085775000000000000e+04 1.006675000000000000e+04 1.995569620253164800e+01 1.034791666666666788e+04 4.325050000000000000e+04
6.058736842105262212e+02 2.137903225806451701e+03 1.469347826086956559e+02 6.710250000000000000e+03 6.554666666666666060e+03 3.044857142857142753e+04 1.855737991266375757e+05 8.718515283842794815e+03 2.856584362139917357e+04 4.070421761916646210e+04 3.635312500000000000e+04 1.822651622002820950e+05 1.220000000000000000e+03 6.558721311475409311e+04 9.989722222222222626e+03 9.727214285714286234e+03 1.853164556962025245e+01 9.123333333333332121e+03 4.072500000000000000e+04
5.546526315789473074e+02 2.034112903225806576e+03 1.382391304347826235e+02 6.289687500000000000e+03 6.072333333333333030e+03 2.831750000000000000e+04 1.689552401746725081e+05 8.061812227074236034e+03 2.577267489711933740e+04 3.780385575243324274e+04 3.390312500000000000e+04 1.642595204513398930e+05 1.100000000000000000e+03 6.059885245901640155e+04 9.290138888888890506e+03 9.140321428571429351e+03 1.728481012658227911e+01 8.401250000000000000e+03 3.761450000000000000e+04
5.654947368421051124e+02 2.022499999999999773e+03 1.465217391304348098e+02 5.970437500000000000e+03 6.148833333333332121e+03 2.607107142857142753e+04 1.648654585152838554e+05 8.145043668122270901e+03 2.395987654320987349e+04 3.696839281257798575e+04 3.346145833333333576e+04 1.581974612129760208e+05 1.040000000000000000e+03 5.919557377049179922e+04 9.763416666666667879e+03 9.020035714285713766e+03 1.717088607594936889e+01 8.432916666666666060e+03 3.672150000000000000e+04
5.872842105263157464e+02 2.110403225806451246e+03 1.575869565217391823e+02 6.136937500000000000e+03 6.473500000000000000e+03 2.671607142857142753e+04 1.733532751091703249e+05 8.557620087336244978e+03 2.429670781893003732e+04 3.822686548540055082e+04 3.500312500000000000e+04 1.650803949224259413e+05 1.040000000000000000e+03 6.098704918032787100e+04 1.019263888888888869e+04 9.258035714285713766e+03 1.787974683544303645e+01 8.897916666666666060e+03 3.781350000000000000e+04
6.115578947368420586e+02 2.156693548387096598e+03 1.520434782608695627e+02 6.730375000000000000e+03 6.578333333333332121e+03 3.018178571428571740e+04 1.933172925764192187e+05 8.965000000000000000e+03 2.810053497942386457e+04 4.080425505365610297e+04 3.745104166666667152e+04 1.883441466854724858e+05 1.020000000000000000e+03 6.447786885245901794e+04 1.004352777777777737e+04 9.882821428571429351e+03 1.884177215189873422e+01 9.395416666666666060e+03 3.993150000000000000e+04
3.881947368421052715e+02 2.673870967741935601e+03 4.721739130434782084e+01 6.880296875000000000e+03 7.273333333333333940e+03 2.202428571428571013e+04 1.392197161572052282e+05 1.844102620087336254e+04 2.899703703703703650e+04 5.584802845021212124e+04 1.834375000000000000e+04 1.564095909732017026e+05 0.000000000000000000e+00 6.525055737704917556e+04 1.563972222222222399e+03 1.262007142857142753e+04 2.496835443037974755e+01 1.459916666666666788e+04 3.977050000000000000e+04
